Gene,Entity_type,N_regions,Total_bases,Mean_coverage,Median_coverage,Min_region_coverage,Low_regions_any,Recurrent_low_regions,Est_pct_bases_ge20,Est_pct_bases_low20,Default_status
VLDLR,Gene symbol,60,2669.0,46.48,8.88,0.0,39,37,0.99,0.01,FAIL
VMA21,Gene symbol,8,529.0,41.83,17.97,0.71,5,5,0.96,0.04,WARNING
VMAC,Gene symbol,2,510.0,121.5,121.5,67.0,0,0,1.0,0.0,OK
VMO1,Gene symbol,3,643.0,82.63,82.06,69.35,0,0,1.0,0.0,OK
VMP1,Gene symbol,11,1221.0,143.93,142.29,81.53,0,0,1.0,0.0,OK
VN1R1,Gene symbol,1,1062.0,656.24,656.24,656.24,0,0,1.0,0.0,OK
VN1R2,Gene symbol,2,1188.0,442.65,442.65,328.53,0,0,1.0,0.0,OK
VN1R3,Gene symbol,2,918.0,193.94,193.94,112.76,0,0,1.0,0.0,OK
VN1R4,Gene symbol,5,906.0,161.07,163.0,83.65,0,0,1.0,0.0,OK
VN1R5,Gene symbol,3,1074.0,264.06,340.18,44.71,0,0,1.0,0.0,OK
VN2R19P,Gene symbol,2,369.0,136.56,136.56,105.59,0,0,1.0,0.0,OK
VNN1,Gene symbol,7,1542.0,151.55,148.65,87.06,0,0,1.0,0.0,OK
VNN2,Gene symbol,9,1590.0,150.83,154.06,66.59,0,0,1.0,0.0,OK
VNN3P,Gene symbol,8,1711.0,161.32,169.38,24.76,1,1,1.0,0.0,OK
VOPP1,Gene symbol,13,1064.0,98.99,100.88,6.12,3,2,0.84,0.16,WARNING
VPREB1,Gene symbol,2,449.0,207.29,207.29,94.29,0,0,1.0,0.0,OK
VPREB3,Gene symbol,2,372.0,176.79,176.79,112.24,0,0,1.0,0.0,OK
VPS11,Gene symbol,19,3362.0,121.18,100.0,3.06,2,1,1.0,0.0,OK
VPS13A,Gene symbol,122,9810.0,106.65,127.71,0.0,43,37,1.0,0.0,FAIL
VPS13A-AS1,Gene symbol,3,3.0,6.12,6.94,4.29,3,3,0.0,1.0,FAIL
VPS13B,Gene symbol,158,12466.0,64.71,10.5,0.0,89,84,0.99,0.01,FAIL
VPS13C,Gene symbol,90,11443.0,152.06,146.91,0.35,2,2,1.0,0.0,WARNING
VPS13D,Gene symbol,71,13229.0,162.91,144.06,64.35,0,0,1.0,0.0,OK
VPS16,Gene symbol,24,2520.0,101.13,101.38,44.0,0,0,1.0,0.0,OK
VPS18,Gene symbol,6,2974.0,220.86,136.35,47.59,0,0,1.0,0.0,OK
VPS25,Gene symbol,7,691.0,128.74,118.29,56.65,0,0,1.0,0.0,OK
VPS26A,Gene symbol,10,1090.0,160.52,173.62,26.12,1,0,1.0,0.0,OK
VPS26B,Gene symbol,8,1211.0,137.7,153.26,70.18,0,0,1.0,0.0,OK
VPS26C,Gene symbol,8,894.0,109.65,105.97,71.88,0,0,1.0,0.0,OK
VPS28,Gene symbol,8,788.0,90.37,77.21,39.29,0,0,1.0,0.0,OK
VPS29,Gene symbol,7,654.0,137.99,124.76,79.94,0,0,1.0,0.0,OK
VPS33A,Gene symbol,18,1971.0,116.35,117.71,7.94,2,1,1.0,0.0,OK
VPS33B,Gene symbol,50,1974.0,61.19,49.26,0.0,24,22,0.99,0.01,FAIL
VPS35,Gene symbol,35,2601.0,85.24,107.24,0.0,13,12,0.99,0.01,FAIL
VPS35L,Gene symbol,33,3502.0,144.38,146.29,66.47,0,0,1.0,0.0,OK
VPS36,Gene symbol,14,1161.0,128.5,125.97,58.24,0,0,1.0,0.0,OK
VPS37A,Gene symbol,18,1651.0,103.05,116.56,3.65,4,3,0.99,0.01,WARNING
VPS37B,Gene symbol,9,1580.0,137.63,140.24,86.0,0,0,1.0,0.0,OK
VPS37C,Gene symbol,5,1077.0,101.46,90.94,56.41,0,0,1.0,0.0,OK
VPS37D,Gene symbol,5,771.0,75.56,46.18,31.82,2,0,0.96,0.04,OK
VPS39,Gene symbol,27,2781.0,140.17,137.53,45.35,0,0,1.0,0.0,OK
VPS41,Gene symbol,34,2746.0,140.52,141.47,45.06,0,0,1.0,0.0,OK
VPS45,Gene symbol,18,1946.0,129.85,137.26,0.53,2,2,1.0,0.0,WARNING
VPS4A,Gene symbol,12,1435.0,88.44,80.71,29.94,1,1,1.0,0.0,OK
VPS4B,Gene symbol,11,1358.0,135.76,139.53,69.88,0,0,1.0,0.0,OK
VPS50,Gene symbol,31,3070.0,126.55,117.29,11.18,1,1,1.0,0.0,OK
VPS51,Gene symbol,13,2741.0,100.2,91.59,33.94,1,0,1.0,0.0,OK
VPS52,Gene symbol,21,2415.0,136.52,139.0,79.53,0,0,1.0,0.0,OK
VPS53,Gene symbol,29,3026.0,134.6,143.06,0.29,2,2,1.0,0.0,WARNING
VPS54,Gene symbol,24,2988.0,160.94,146.35,69.18,0,0,1.0,0.0,OK
VPS72,Gene symbol,6,1128.0,115.25,110.15,72.82,0,0,1.0,0.0,OK
VPS8,Gene symbol,52,4683.0,140.37,141.74,70.47,0,0,1.0,0.0,OK
VPS9D1,Gene symbol,16,1980.0,77.32,78.41,30.0,2,0,0.99,0.01,OK
VRK1,Gene symbol,31,1465.0,85.96,80.71,0.0,14,13,0.99,0.01,FAIL
VRK2,Gene symbol,21,2100.0,127.16,130.41,1.76,2,2,1.0,0.0,WARNING
VRK3,Gene symbol,15,1562.0,126.76,111.06,46.88,0,0,1.0,0.0,OK
VRTN,Gene symbol,1,2109.0,567.94,567.94,567.94,0,0,1.0,0.0,OK
VSIG1,Gene symbol,10,1378.0,110.22,107.56,58.35,0,0,1.0,0.0,OK
VSIG10,Gene symbol,10,1623.0,121.2,131.09,63.65,0,0,1.0,0.0,OK
VSIG10L,Gene symbol,10,2604.0,116.52,84.06,58.06,0,0,1.0,0.0,OK
VSIG10L2,Gene symbol,12,2382.0,86.23,83.24,50.41,0,0,1.0,0.0,OK
VSIG2,Gene symbol,7,988.0,111.13,119.24,50.94,0,0,1.0,0.0,OK
VSIG4,Gene symbol,10,1342.0,106.7,107.91,59.76,0,0,1.0,0.0,OK
VSIG8,Gene symbol,8,1307.0,98.56,80.74,61.24,0,0,1.0,0.0,OK
VSNL1,Gene symbol,4,806.0,130.84,125.12,74.65,0,0,1.0,0.0,OK
VSTM1,Gene symbol,11,1123.0,135.83,139.59,49.71,0,0,1.0,0.0,OK
VSTM2A,Gene symbol,9,1399.0,143.0,102.0,72.47,0,0,1.0,0.0,OK
VSTM2B,Gene symbol,7,963.0,79.43,78.24,24.59,1,1,0.99,0.01,OK
VSTM2L,Gene symbol,4,620.0,107.78,95.03,61.82,0,0,1.0,0.0,OK
VSTM4,Gene symbol,10,1242.0,126.0,144.68,5.65,1,1,0.96,0.04,OK
VSTM5,Gene symbol,4,603.0,123.91,124.26,61.18,0,0,1.0,0.0,OK
VSX1,Gene symbol,19,1337.0,68.37,70.82,0.06,5,5,1.0,0.0,WARNING
VSX2,Gene symbol,48,1130.0,22.15,11.74,0.0,37,33,0.97,0.03,FAIL
VTA1,Gene symbol,8,924.0,113.29,115.94,60.71,0,0,1.0,0.0,OK
VTCN1,Gene symbol,10,1166.0,104.98,91.29,28.35,1,0,0.99,0.01,OK
VTI1A,Gene symbol,12,784.0,132.56,134.47,89.53,0,0,1.0,0.0,OK
VTI1B,Gene symbol,7,776.0,156.82,156.06,85.41,0,0,1.0,0.0,OK
VTN,Gene symbol,8,1437.0,119.1,109.26,90.65,0,0,1.0,0.0,OK
VWA1,Gene symbol,3,1458.0,107.59,125.06,12.0,1,1,0.95,0.05,OK
VWA2,Gene symbol,17,2691.0,127.64,118.35,48.53,0,0,1.0,0.0,OK
VWA3A,Gene symbol,37,3850.0,121.11,116.88,60.41,0,0,1.0,0.0,OK
VWA3B,Gene symbol,34,4439.0,151.02,140.97,58.82,0,0,1.0,0.0,OK
VWA5A,Gene symbol,17,2413.0,128.37,122.65,88.29,0,0,1.0,0.0,OK
VWA5B1,Gene symbol,25,4118.0,134.4,147.35,49.88,0,0,1.0,0.0,OK
VWA5B2,Gene symbol,19,3744.0,71.7,66.35,22.18,2,1,0.97,0.03,OK
VWA7,Gene symbol,15,2754.0,103.74,101.76,47.41,0,0,1.0,0.0,OK
VWA8,Gene symbol,46,5745.0,134.73,139.0,7.65,1,1,1.0,0.0,OK
VWC2,Gene symbol,6,1181.0,131.27,129.41,92.41,0,0,1.0,0.0,OK
VWC2L,Gene symbol,3,669.0,158.98,134.82,119.24,0,0,1.0,0.0,OK
VWCE,Gene symbol,19,2997.0,107.38,96.41,32.71,2,0,0.99,0.01,OK
VWDE,Gene symbol,34,5271.0,148.24,134.0,52.0,0,0,1.0,0.0,OK
VWF,Gene symbol,98,8627.0,64.99,64.88,0.0,45,43,0.99,0.01,FAIL
VXN,Gene symbol,8,757.0,115.43,113.88,53.94,0,0,1.0,0.0,OK
WAC,Gene symbol,19,2151.0,117.27,123.53,0.47,3,3,1.0,0.0,WARNING
WAPL,Gene symbol,18,3591.0,179.9,153.0,100.12,0,0,1.0,0.0,OK
WARS1,Gene symbol,12,1640.0,154.07,138.97,65.82,0,0,1.0,0.0,OK
WARS2,Gene symbol,9,1170.0,136.68,141.76,32.71,0,0,1.0,0.0,OK
WAS,Gene symbol,23,1673.0,42.51,51.47,0.29,11,10,0.98,0.02,FAIL
WASF1,Gene symbol,8,1680.0,165.36,158.44,89.0,0,0,1.0,0.0,OK
WASF2,Gene symbol,9,1497.0,134.48,151.18,40.24,0,0,1.0,0.0,OK
WASF3,Gene symbol,9,1676.0,140.94,156.29,66.0,0,0,1.0,0.0,OK
WASHC1,Gene symbol,12,1437.0,45.5,39.82,1.35,8,5,0.71,0.29,WARNING
WASHC2A,Gene symbol,33,4183.0,31.29,15.12,0.0,32,29,0.42,0.58,FAIL
WASHC2C,Gene symbol,32,4160.0,92.12,75.38,0.06,11,10,0.75,0.25,FAIL
WASHC3,Gene symbol,11,740.0,124.12,148.53,6.35,3,1,0.88,0.12,OK
WASHC4,Gene symbol,38,3605.0,132.22,144.24,0.0,4,4,1.0,0.0,WARNING
WASHC5,Gene symbol,49,3607.0,92.62,110.0,0.06,18,17,1.0,0.0,FAIL
WASL,Gene symbol,11,1518.0,139.86,151.06,61.82,0,0,1.0,0.0,OK
WBP1,Gene symbol,7,1056.0,90.58,81.88,26.0,1,1,0.98,0.02,OK
WBP11,Gene symbol,14,1926.0,112.38,111.18,7.41,2,1,0.98,0.02,OK
WBP1L,Gene symbol,8,1345.0,152.77,132.35,7.65,1,1,0.98,0.02,OK
WBP2,Gene symbol,10,974.0,84.45,90.32,18.0,3,1,0.88,0.12,OK
WBP2NL,Gene symbol,6,930.0,129.77,127.71,60.41,0,0,1.0,0.0,OK
WBP4,Gene symbol,11,1226.0,148.42,136.35,64.35,0,0,1.0,0.0,OK
WDCP,Gene symbol,4,2218.0,363.82,131.56,125.24,0,0,1.0,0.0,OK
WDFY1,Gene symbol,12,1233.0,104.12,89.47,51.06,0,0,1.0,0.0,OK
WDFY2,Gene symbol,15,1371.0,126.26,129.12,66.82,0,0,1.0,0.0,OK
WDFY3,Gene symbol,69,10640.0,126.94,122.41,2.71,2,2,1.0,0.0,WARNING
WDFY4,Gene symbol,66,9899.0,118.91,118.15,48.35,0,0,1.0,0.0,OK
WDHD1,Gene symbol,25,3391.0,156.59,152.47,104.41,0,0,1.0,0.0,OK
WDPCP,Gene symbol,43,2650.0,86.03,101.12,0.06,18,18,0.99,0.01,FAIL
WDR1,Gene symbol,16,2004.0,109.46,104.74,39.53,1,0,1.0,0.0,OK
WDR11,Gene symbol,29,3675.0,144.78,139.35,66.06,0,0,1.0,0.0,OK
WDR12,Gene symbol,13,1272.0,134.44,123.29,84.71,0,0,1.0,0.0,OK
WDR13,Gene symbol,10,1644.0,76.09,70.82,43.53,1,0,0.99,0.01,OK
WDR17,Gene symbol,30,3969.0,144.88,154.06,93.24,0,0,1.0,0.0,OK
WDR18,Gene symbol,10,1339.0,83.31,83.94,36.12,0,0,1.0,0.0,OK
WDR19,Gene symbol,66,4082.0,75.94,87.56,0.0,29,28,0.99,0.01,FAIL
WDR20,Gene symbol,10,2150.0,220.66,143.32,87.82,0,0,1.0,0.0,OK
WDR24,Gene symbol,12,2844.0,129.69,109.09,61.53,0,0,1.0,0.0,OK
WDR25,Gene symbol,11,2070.0,151.88,155.29,64.06,0,0,1.0,0.0,OK
WDR26,Gene symbol,15,2354.0,137.38,143.41,4.12,1,1,1.0,0.0,OK
WDR27,Gene symbol,39,3813.0,111.34,103.88,42.47,0,0,1.0,0.0,OK
WDR3,Gene symbol,27,2885.0,137.54,134.06,90.88,0,0,1.0,0.0,OK
WDR31,Gene symbol,9,1104.0,138.31,126.47,99.0,0,0,1.0,0.0,OK
WDR33,Gene symbol,23,4480.0,161.95,158.76,36.59,0,0,1.0,0.0,OK
WDR35,Gene symbol,89,3651.0,60.87,33.24,0.06,44,40,0.99,0.01,FAIL
WDR36,Gene symbol,31,2864.0,110.03,122.53,0.06,5,4,1.0,0.0,WARNING
WDR37,Gene symbol,17,1945.0,111.77,114.29,32.24,1,1,0.98,0.02,OK
WDR38,Gene symbol,9,1012.0,74.79,74.59,37.35,1,0,1.0,0.0,OK
WDR4,Gene symbol,14,1571.0,85.86,79.03,4.53,1,1,1.0,0.0,OK
WDR41,Gene symbol,14,1435.0,151.47,153.97,57.53,0,0,1.0,0.0,OK
WDR43,Gene symbol,18,2034.0,154.97,161.24,64.0,0,0,1.0,0.0,OK
WDR44,Gene symbol,21,2797.0,120.43,124.0,36.35,2,0,1.0,0.0,OK
WDR45,Gene symbol,21,1311.0,56.58,59.24,0.0,9,9,0.99,0.01,WARNING
WDR45B,Gene symbol,11,1049.0,129.26,119.06,45.24,1,0,1.0,0.0,OK
WDR46,Gene symbol,14,2265.0,123.51,117.38,57.76,0,0,1.0,0.0,OK
WDR47,Gene symbol,14,2790.0,176.26,144.06,94.0,0,0,1.0,0.0,OK
WDR48,Gene symbol,20,2369.0,157.7,162.15,63.94,0,0,1.0,0.0,OK
WDR49,Gene symbol,19,3198.0,154.98,133.88,98.65,0,0,1.0,0.0,OK
WDR5,Gene symbol,13,1005.0,137.31,147.47,62.65,0,0,1.0,0.0,OK
WDR53,Gene symbol,3,1131.0,308.65,320.24,139.82,0,0,1.0,0.0,OK
WDR54,Gene symbol,10,1072.0,97.63,90.41,65.82,0,0,1.0,0.0,OK
WDR55,Gene symbol,7,1208.0,89.11,79.41,50.59,0,0,1.0,0.0,OK
WDR59,Gene symbol,28,3066.0,109.34,110.59,17.18,1,1,1.0,0.0,OK
WDR5B,Gene symbol,1,993.0,653.12,653.12,653.12,0,0,1.0,0.0,OK
WDR6,Gene symbol,6,3478.0,247.57,82.97,63.12,0,0,1.0,0.0,OK
WDR61,Gene symbol,13,991.0,149.24,148.41,50.53,0,0,1.0,0.0,OK
WDR62,Gene symbol,63,4920.0,58.68,52.41,0.0,30,28,0.99,0.01,FAIL
WDR64,Gene symbol,30,3307.0,154.81,149.76,102.35,0,0,1.0,0.0,OK
WDR7,Gene symbol,30,4603.0,136.33,126.91,66.41,0,0,1.0,0.0,OK
WDR70,Gene symbol,19,2037.0,124.55,127.0,36.24,1,0,1.0,0.0,OK
WDR72,Gene symbol,100,3428.0,45.99,12.0,0.0,66,59,0.98,0.02,FAIL
WDR73,Gene symbol,11,1160.0,98.99,101.76,0.71,2,2,1.0,0.0,WARNING
WDR74,Gene symbol,12,1243.0,78.23,88.24,1.12,2,1,0.99,0.01,OK
WDR75,Gene symbol,23,2605.0,142.69,137.71,91.12,0,0,1.0,0.0,OK
WDR76,Gene symbol,13,1881.0,160.65,161.24,65.41,0,0,1.0,0.0,OK
WDR77,Gene symbol,10,1065.0,106.75,98.59,49.59,0,0,1.0,0.0,OK
WDR81,Gene symbol,12,5889.0,177.47,104.03,1.41,1,1,1.0,0.0,OK
WDR82,Gene symbol,13,942.0,123.76,109.76,6.94,4,4,0.95,0.05,WARNING
WDR83,Gene symbol,9,948.0,85.84,79.76,40.65,0,0,1.0,0.0,OK
WDR83OS,Gene symbol,4,325.0,81.51,80.82,66.59,0,0,1.0,0.0,OK
WDR86,Gene symbol,8,1819.0,96.87,82.03,56.88,0,0,1.0,0.0,OK
WDR87,Gene symbol,5,8739.0,1011.75,170.47,122.06,0,0,1.0,0.0,OK
WDR88,Gene symbol,13,1522.0,135.97,143.53,82.24,0,0,1.0,0.0,OK
WDR89,Gene symbol,2,1278.0,531.47,531.47,108.35,0,0,1.0,0.0,OK
WDR90,Gene symbol,42,5878.0,82.47,80.15,24.59,2,1,1.0,0.0,OK
WDR91,Gene symbol,17,2397.0,109.3,110.65,42.88,0,0,1.0,0.0,OK
WDR93,Gene symbol,18,2397.0,135.85,132.82,80.06,0,0,1.0,0.0,OK
WDR97,Gene symbol,23,5099.0,95.45,88.0,28.65,1,0,1.0,0.0,OK
WDSUB1,Gene symbol,10,1431.0,150.29,146.35,114.88,0,0,1.0,0.0,OK
WDTC1,Gene symbol,16,2321.0,109.27,114.56,50.71,0,0,1.0,0.0,OK
WEE1,Gene symbol,13,2034.0,131.81,135.0,67.41,0,0,1.0,0.0,OK
WEE2,Gene symbol,12,1704.0,135.86,125.21,84.06,0,0,1.0,0.0,OK
WFDC1,Gene symbol,6,720.0,97.66,91.88,28.29,1,0,0.95,0.05,OK
WFDC10A,Gene symbol,2,240.0,138.71,138.71,99.41,0,0,1.0,0.0,OK
WFDC10B,Gene symbol,5,535.0,157.51,156.47,107.47,0,0,1.0,0.0,OK
WFDC11,Gene symbol,3,264.0,146.98,144.24,77.71,0,0,1.0,0.0,OK
WFDC12,Gene symbol,3,336.0,128.96,121.88,100.65,0,0,1.0,0.0,OK
WFDC13,Gene symbol,1,43.0,170.41,170.41,170.41,0,0,1.0,0.0,OK
WFDC2,Gene symbol,5,548.0,87.98,51.65,41.76,0,0,1.0,0.0,OK
WFDC3,Gene symbol,9,777.0,132.42,139.88,26.59,1,1,1.0,0.0,OK
WFDC5,Gene symbol,4,675.0,91.34,69.12,53.24,0,0,1.0,0.0,OK
WFDC6,Gene symbol,5,451.0,143.85,132.76,82.0,0,0,1.0,0.0,OK
WFDC8,Gene symbol,6,884.0,140.42,151.03,71.24,0,0,1.0,0.0,OK
WFDC9,Gene symbol,3,270.0,149.35,154.29,129.12,0,0,1.0,0.0,OK
WFIKKN1,Gene symbol,2,1647.0,218.56,218.56,94.59,0,0,1.0,0.0,OK
WFIKKN2,Gene symbol,2,1731.0,301.0,301.0,118.0,0,0,1.0,0.0,OK
WFS1,Gene symbol,42,2753.0,39.71,4.47,0.0,34,33,0.99,0.01,FAIL
WHAMM,Gene symbol,13,2567.0,153.54,129.94,20.29,2,1,0.98,0.02,OK
WHRN,Gene symbol,55,3300.0,41.49,6.82,0.0,36,34,0.99,0.01,FAIL
WIF1,Gene symbol,10,1140.0,115.75,122.85,35.82,0,0,1.0,0.0,OK
WIPF1,Gene symbol,9,1684.0,138.41,109.35,43.65,0,0,1.0,0.0,OK
WIPF2,Gene symbol,7,1323.0,131.32,98.94,41.0,0,0,1.0,0.0,OK
WIPF3,Gene symbol,9,1533.0,117.41,111.35,40.59,0,0,1.0,0.0,OK
WIPI1,Gene symbol,14,1468.0,134.29,135.79,33.65,1,0,1.0,0.0,OK
WIPI2,Gene symbol,13,1399.0,103.93,117.0,43.59,1,0,1.0,0.0,OK
WIZ,Gene symbol,15,5941.0,119.7,104.71,12.41,1,1,0.96,0.04,OK
WLS,Gene symbol,16,1949.0,125.34,120.29,24.47,1,0,0.99,0.01,OK
WNK1,Gene symbol,87,8999.0,86.2,33.47,0.0,43,42,1.0,0.0,FAIL
WNK2,Gene symbol,36,7573.0,104.3,95.59,41.18,0,0,1.0,0.0,OK
WNK3,Gene symbol,23,5423.0,157.79,131.06,68.18,0,0,1.0,0.0,OK
WNK4,Gene symbol,26,3919.0,92.75,84.09,0.65,7,6,1.0,0.0,WARNING
WNT1,Gene symbol,6,1115.0,52.4,45.91,1.24,2,2,1.0,0.0,WARNING
WNT10A,Gene symbol,25,1320.0,35.35,9.59,0.35,17,16,0.99,0.01,FAIL
WNT10B,Gene symbol,5,1206.0,101.28,73.0,29.71,1,0,1.0,0.0,OK
WNT11,Gene symbol,5,1095.0,107.05,112.29,58.12,0,0,1.0,0.0,OK
WNT16,Gene symbol,5,1163.0,121.34,88.24,61.06,0,0,1.0,0.0,OK
WNT2,Gene symbol,5,1083.0,123.44,120.88,54.29,0,0,1.0,0.0,OK
WNT2B,Gene symbol,8,1307.0,146.19,154.0,61.18,0,0,1.0,0.0,OK
WNT3,Gene symbol,4,1068.0,95.46,65.21,44.18,0,0,1.0,0.0,OK
WNT3A,Gene symbol,4,1059.0,71.74,73.79,44.53,0,0,1.0,0.0,OK
WNT4,Gene symbol,7,1414.0,101.88,92.53,28.53,1,0,0.99,0.01,OK
WNT5A,Gene symbol,18,1208.0,62.89,46.03,0.65,9,8,0.99,0.01,WARNING
WNT5B,Gene symbol,6,2347.0,93.9,92.0,49.76,0,0,1.0,0.0,OK
WNT6,Gene symbol,4,1098.0,79.79,85.53,56.47,1,0,1.0,0.0,OK
WNT7A,Gene symbol,5,1051.0,84.68,84.41,0.88,1,1,1.0,0.0,OK
WNT7B,Gene symbol,7,1204.0,103.17,99.29,67.76,0,0,1.0,0.0,OK
WNT8A,Gene symbol,8,1482.0,124.54,116.74,75.35,0,0,1.0,0.0,OK
WNT8B,Gene symbol,6,1056.0,143.19,133.06,93.29,0,0,1.0,0.0,OK
WNT9A,Gene symbol,4,1098.0,89.03,78.41,15.88,1,1,0.94,0.06,OK
WNT9B,Gene symbol,5,1169.0,83.21,79.0,22.88,1,1,0.97,0.03,OK
WRAP53,Gene symbol,24,1856.0,56.7,8.94,0.18,14,14,0.99,0.01,FAIL
WRAP73,Gene symbol,12,1451.0,104.55,104.0,51.59,0,0,1.0,0.0,OK
WRN,Gene symbol,112,4411.0,47.21,6.12,0.0,75,74,0.98,0.02,FAIL
WRNIP1,Gene symbol,9,2115.0,161.67,165.65,87.94,0,0,1.0,0.0,OK
WSB1,Gene symbol,10,1443.0,162.28,136.62,95.06,0,0,1.0,0.0,OK
WSB2,Gene symbol,10,1298.0,106.16,114.59,14.88,1,1,0.99,0.01,OK
WSCD1,Gene symbol,9,1807.0,120.07,106.94,70.18,0,0,1.0,0.0,OK
WSCD2,Gene symbol,9,1758.0,111.42,115.47,75.0,0,0,1.0,0.0,OK
WT1,Gene symbol,65,1677.0,27.78,6.24,0.0,49,45,0.97,0.03,FAIL
WTAP,Gene symbol,9,1269.0,170.25,188.59,84.76,0,0,1.0,0.0,OK
WTAPP1,Gene symbol,1,1.0,81.94,81.94,81.94,0,0,1.0,0.0,OK
WTIP,Gene symbol,10,1563.0,84.64,77.09,59.35,0,0,1.0,0.0,OK
WWC1,Gene symbol,26,3562.0,106.69,104.09,69.06,0,0,1.0,0.0,OK
WWC2,Gene symbol,24,3797.0,137.99,136.74,45.76,0,0,1.0,0.0,OK
WWC3,Gene symbol,22,3279.0,105.81,105.15,39.53,3,0,0.99,0.01,OK
WWOX,Gene symbol,24,2099.0,81.04,95.62,0.0,10,10,0.99,0.01,FAIL
WWP1,Gene symbol,25,2877.0,124.49,126.18,16.71,1,1,0.99,0.01,OK
WWP2,Gene symbol,25,2629.0,106.8,101.29,41.53,0,0,1.0,0.0,OK
WWTR1,Gene symbol,9,1305.0,110.63,105.53,80.24,0,0,1.0,0.0,OK
XAB2,Gene symbol,19,2569.0,102.83,96.59,50.76,0,0,1.0,0.0,OK
XAF1,Gene symbol,12,1830.0,170.06,155.59,52.12,1,0,1.0,0.0,OK
XAGE1A,Gene symbol,6,648.0,0.04,0.0,0.0,6,6,0.0,1.0,FAIL
XAGE1B,Gene symbol,6,648.0,1.3,0.0,0.0,6,6,0.05,0.95,FAIL
XAGE2,Gene symbol,4,336.0,0.01,0.0,0.0,4,4,0.0,1.0,FAIL
XAGE3,Gene symbol,4,336.0,66.1,59.12,46.0,0,0,1.0,0.0,WARNING
XAGE5,Gene symbol,5,377.0,91.35,106.41,58.94,1,0,0.98,0.02,OK
XBP1,Gene symbol,6,1250.0,151.55,96.76,57.76,0,0,1.0,0.0,OK
XCL1,Gene symbol,3,345.0,164.69,150.47,116.24,0,0,1.0,0.0,OK
XCL2,Gene symbol,3,345.0,152.12,148.24,101.76,0,0,1.0,0.0,OK
XCR1,Gene symbol,1,1002.0,443.06,443.06,443.06,0,0,1.0,0.0,OK
XDH,Gene symbol,86,4071.0,63.87,47.97,0.0,39,36,0.99,0.01,FAIL
XG,Gene symbol,11,591.0,112.3,119.0,74.71,0,0,1.0,0.0,OK
XIAP,Gene symbol,27,1515.0,87.06,67.12,0.06,11,8,0.99,0.01,WARNING
XIRP1,Gene symbol,1,5532.0,1409.0,1409.0,1409.0,0,0,1.0,0.0,OK
XIRP2,Gene symbol,13,12317.0,617.43,143.47,90.82,0,0,1.0,0.0,OK
XK,Gene symbol,4,1432.0,149.1,101.94,28.24,1,1,0.94,0.06,OK
XKR3,Gene symbol,3,1380.0,220.9,212.65,142.82,1,0,0.93,0.07,OK
XKR4,Gene symbol,4,1958.0,236.38,173.41,164.47,0,0,1.0,0.0,OK
XKR5,Gene symbol,9,2144.0,130.21,106.12,33.12,2,0,1.0,0.0,OK
XKR6,Gene symbol,6,2238.0,182.87,121.71,44.94,1,0,1.0,0.0,OK
XKR7,Gene symbol,3,1740.0,163.63,130.59,60.06,0,0,1.0,0.0,OK
XKR8,Gene symbol,7,1595.0,115.03,100.59,52.88,0,0,1.0,0.0,OK
XKR9,Gene symbol,6,1413.0,262.13,200.91,105.76,0,0,1.0,0.0,OK
XKRX,Gene symbol,4,1429.0,214.82,187.5,97.12,0,0,1.0,0.0,OK
XKRY,Gene symbol,1,354.0,0.0,0.0,0.0,1,1,0.0,1.0,FAIL
XKRY2,Gene symbol,1,354.0,0.0,0.0,0.0,1,1,0.0,1.0,FAIL
XNDC1N,Gene symbol,7,771.0,105.62,92.35,24.88,1,1,1.0,0.0,OK
XNDC1N-ZNF705EP-ALG1L9P,Gene symbol,5,903.0,233.62,193.82,56.88,0,0,1.0,0.0,OK
XPA,Gene symbol,24,1015.0,68.35,33.18,0.29,13,10,0.99,0.01,FAIL
XPC,Gene symbol,48,3186.0,66.49,10.91,0.0,27,27,0.99,0.01,FAIL
XPNPEP1,Gene symbol,23,2105.0,118.58,109.41,35.71,0,0,1.0,0.0,OK
XPNPEP2,Gene symbol,21,2087.0,98.64,102.65,41.65,1,0,0.99,0.01,OK
XPNPEP3,Gene symbol,62,1707.0,50.78,26.74,0.0,34,31,0.98,0.02,FAIL
XPO1,Gene symbol,26,3268.0,176.19,175.59,57.47,0,0,1.0,0.0,OK
XPO4,Gene symbol,25,3519.0,144.67,147.29,28.06,1,0,1.0,0.0,OK
XPO5,Gene symbol,15,1732.0,143.31,144.94,63.12,0,0,1.0,0.0,OK
XPO6,Gene symbol,28,3645.0,139.41,143.47,34.12,1,0,1.0,0.0,OK
XPO7,Gene symbol,29,3326.0,128.78,121.76,35.24,1,0,1.0,0.0,OK
XPOT,Gene symbol,26,2889.0,131.69,129.56,27.71,1,0,1.0,0.0,OK
XPR1,Gene symbol,16,2103.0,118.39,119.21,2.41,1,1,1.0,0.0,OK
XRCC1,Gene symbol,17,1902.0,93.0,100.35,22.59,1,1,0.98,0.02,OK
XRCC2,Gene symbol,5,849.0,168.45,88.18,0.12,2,2,1.0,0.0,WARNING
XRCC3,Gene symbol,11,1788.0,90.56,74.24,38.29,1,0,1.0,0.0,OK
XRCC4,Gene symbol,14,1175.0,119.56,128.06,1.82,2,1,1.0,0.0,OK
XRCC5,Gene symbol,22,2215.0,142.52,143.97,56.59,0,0,1.0,0.0,OK
